xmin	ymin	xmax	ymax	breed
102	28	480	420	whippet
124	121	398	269	whippet
133	44	473	336	whippet
31	0	420	279	whippet
210	68	454	254	whippet
55	122	455	359	whippet
217	115	457	374	whippet
234	165	379	437	whippet
49	82	304	312	whippet
181	7	340	165	whippet
2	94	451	332	whippet
120	21	398	256	whippet
21	47	395	233	whippet
81	77	474	329	whippet
271	42	422	271	whippet
112	129	198	297	whippet
272	120	447	360	whippet
7	126	250	428	whippet
145	170	305	261	whippet
305	108	422	243	whippet
0	10	499	371	whippet
155	124	326	340	whippet
236	327	292	428	whippet
70	298	402	458	whippet
8	72	300	361	whippet
238	129	358	267	whippet
229	123	359	438	whippet
20	25	349	498	whippet
42	133	208	287	whippet
83	136	203	309	whippet
107	132	271	344	whippet
17	153	323	374	whippet
112	147	333	437	whippet
93	122	167	290	whippet
9	3	235	210	whippet
14	0	454	435	whippet
0	16	451	350	whippet
80	82	416	380	whippet
304	130	382	207	whippet
141	187	417	487	whippet
36	40	462	345	whippet
325	78	490	150	whippet
17	14	470	330	whippet
21	55	349	477	whippet
37	39	215	161	whippet
125	80	415	303	whippet
98	83	363	374	whippet
90	88	337	292	whippet
63	2	373	498	whippet
110	76	373	498	whippet
182	103	399	276	whippet
0	33	297	280	whippet
71	74	431	300	whippet
41	240	351	452	whippet
85	33	378	297	whippet
0	0	285	497	whippet
16	28	499	344	whippet
28	4	328	236	whippet
2	7	300	152	whippet
151	89	397	295	whippet
100	45	718	485	whippet
94	123	338	333	whippet
220	105	386	242	whippet
26	174	582	746	whippet
151	75	433	287	whippet
33	17	195	155	whippet
168	77	434	337	whippet
92	48	250	328	whippet
66	99	441	348	whippet
235	71	307	247	whippet
74	50	443	309	whippet
37	53	463	388	whippet
56	98	178	251	whippet
54	80	444	333	whippet
55	68	305	341	whippet
14	35	486	332	whippet
18	35	486	228	whippet
26	102	442	320	whippet
97	85	453	374	whippet
9	83	344	417	whippet
58	52	298	200	whippet
0	117	325	498	whippet
0	15	282	172	whippet
11	3	269	365	whippet
49	37	433	345	whippet
48	58	313	482	whippet
22	42	329	498	whippet
195	63	301	308	whippet
217	219	452	321	whippet
139	101	281	184	whippet
113	64	511	378	whippet
25	54	402	299	whippet
57	0	499	316	whippet
2	11	349	354	whippet
4	7	298	240	whippet
27	155	296	416	whippet
214	59	495	371	ibizan-hound
95	49	410	383	ibizan-hound
41	9	499	327	ibizan-hound
94	6	499	332	ibizan-hound
53	186	358	387	ibizan-hound
9	39	874	487	ibizan-hound
176	50	523	536	ibizan-hound
51	12	508	471	ibizan-hound
53	41	322	334	ibizan-hound
33	36	343	332	ibizan-hound
114	7	549	404	ibizan-hound
149	114	470	291	ibizan-hound
206	92	372	267	ibizan-hound
93	19	566	249	ibizan-hound
13	16	237	231	ibizan-hound
46	190	266	365	ibizan-hound
15	57	298	448	ibizan-hound
177	117	361	277	ibizan-hound
72	72	449	309	ibizan-hound
162	90	379	290	ibizan-hound
27	54	407	318	ibizan-hound
38	19	477	318	ibizan-hound
30	15	185	462	ibizan-hound
147	166	294	483	ibizan-hound
0	5	382	373	ibizan-hound
83	120	240	374	ibizan-hound
97	2	390	374	ibizan-hound
132	62	256	452	ibizan-hound
87	18	381	365	ibizan-hound
18	61	251	473	ibizan-hound
63	200	292	434	ibizan-hound
9	9	252	296	ibizan-hound
228	84	313	289	ibizan-hound
18	12	278	409	ibizan-hound
171	0	279	308	ibizan-hound
45	29	376	333	ibizan-hound
21	38	275	597	ibizan-hound
0	86	319	471	ibizan-hound
126	16	351	299	ibizan-hound
143	66	377	307	ibizan-hound
43	30	331	486	ibizan-hound
125	7	499	332	ibizan-hound
55	36	262	495	ibizan-hound
1	26	372	498	ibizan-hound
8	12	285	263	ibizan-hound
113	40	349	498	ibizan-hound
17	27	189	198	ibizan-hound
151	120	588	487	ibizan-hound
111	29	382	330	ibizan-hound
153	7	399	332	ibizan-hound
22	39	437	449	ibizan-hound
168	5	408	316	ibizan-hound
53	205	245	373	ibizan-hound
117	6	487	387	ibizan-hound
75	34	268	232	ibizan-hound
0	3	273	445	ibizan-hound
22	17	290	286	ibizan-hound
47	143	250	450	ibizan-hound
13	91	397	339	ibizan-hound
114	10	254	183	ibizan-hound
9	129	516	298	ibizan-hound
38	21	331	498	ibizan-hound
2	92	394	374	ibizan-hound
0	50	661	529	ibizan-hound
14	7	294	290	ibizan-hound
134	70	374	329	ibizan-hound
286	102	428	152	ibizan-hound
10	20	218	393	ibizan-hound
21	1	249	285	ibizan-hound
203	149	464	404	ibizan-hound
34	28	387	291	ibizan-hound
20	17	297	278	ibizan-hound
82	35	261	246	ibizan-hound
92	129	262	293	ibizan-hound
23	28	483	317	ibizan-hound
219	44	393	322	ibizan-hound
112	0	444	423	ibizan-hound
244	88	432	313	ibizan-hound
73	66	321	332	ibizan-hound
1	104	272	464	ibizan-hound
9	5	357	299	ibizan-hound
253	40	341	189	ibizan-hound
126	86	301	300	ibizan-hound
86	106	383	361	ibizan-hound
33	27	474	291	ibizan-hound
55	28	244	430	ibizan-hound
0	22	322	331	ibizan-hound
116	30	381	371	ibizan-hound
37	8	270	295	ibizan-hound
42	31	525	533	ibizan-hound
60	56	506	491	ibizan-hound
96	65	393	374	ibizan-hound
0	18	438	301	ibizan-hound
196	33	352	301	ibizan-hound
125	52	481	341	ibizan-hound
98	13	552	680	ibizan-hound
8	11	213	223	ibizan-hound
135	44	499	294	ibizan-hound
283	95	438	326	ibizan-hound
112	101	239	256	ibizan-hound
8	9	287	273	ibizan-hound
177	19	499	332	ibizan-hound
121	1	398	374	ibizan-hound
30	30	469	323	ibizan-hound
1	0	354	372	ibizan-hound
75	86	547	414	ibizan-hound
89	4	474	577	ibizan-hound
53	31	441	286	ibizan-hound
31	20	284	275	ibizan-hound
168	35	306	327	ibizan-hound
17	26	241	233	ibizan-hound
107	123	194	377	ibizan-hound
58	51	252	452	ibizan-hound
0	4	429	324	ibizan-hound
199	0	498	341	ibizan-hound
75	72	271	364	ibizan-hound
1	83	275	498	ibizan-hound
120	16	455	332	ibizan-hound
1	68	290	498	ibizan-hound
65	187	284	398	ibizan-hound
8	5	281	269	ibizan-hound
124	106	358	478	ibizan-hound
100	32	384	473	ibizan-hound
3	34	484	424	ibizan-hound
110	110	378	401	ibizan-hound
134	11	335	261	ibizan-hound
132	114	272	248	ibizan-hound
144	9	469	455	ibizan-hound
12	25	219	183	ibizan-hound
148	48	356	302	ibizan-hound
80	60	270	420	ibizan-hound
7	92	167	248	ibizan-hound
30	72	226	257	ibizan-hound
1	172	157	387	ibizan-hound
53	33	337	261	ibizan-hound
37	66	347	454	ibizan-hound
17	21	405	372	ibizan-hound
113	28	377	335	ibizan-hound
87	80	362	323	ibizan-hound
15	262	175	446	ibizan-hound
243	115	499	374	ibizan-hound
97	126	373	412	ibizan-hound
33	7	229	201	ibizan-hound
139	65	298	247	ibizan-hound
206	2	420	440	ibizan-hound
32	14	293	332	ibizan-hound
3	0	206	498	ibizan-hound
6	191	303	498	ibizan-hound
54	18	293	303	ibizan-hound
60	102	499	373	ibizan-hound
311	21	414	303	ibizan-hound
65	35	434	410	ibizan-hound
9	12	278	236	ibizan-hound
1	57	384	292	ibizan-hound
97	120	204	275	ibizan-hound
109	36	499	374	ibizan-hound
11	1	361	203	ibizan-hound
145	15	218	221	ibizan-hound
64	20	498	373	ibizan-hound
4	21	464	326	ibizan-hound
155	69	309	332	ibizan-hound
155	79	315	374	ibizan-hound
3	188	195	498	ibizan-hound
0	158	92	255	ibizan-hound
1	31	393	311	ibizan-hound
257	67	364	193	ibizan-hound
65	13	342	470	ibizan-hound
31	54	399	276	ibizan-hound
58	125	361	382	ibizan-hound
62	192	161	428	ibizan-hound
45	39	348	307	ibizan-hound
42	4	305	291	ibizan-hound
101	117	433	387	ibizan-hound
66	111	292	307	ibizan-hound
36	33	248	477	ibizan-hound
13	17	294	365	ibizan-hound
0	12	267	424	ibizan-hound
3	10	264	367	ibizan-hound
97	125	281	296	ibizan-hound
64	28	249	228	ibizan-hound
52	114	389	745	ibizan-hound
135	57	394	241	ibizan-hound
110	41	193	236	ibizan-hound
21	1	264	232	ibizan-hound
42	3	548	514	ibizan-hound
187	52	306	302	ibizan-hound
101	152	396	318	ibizan-hound
127	2	332	311	ibizan-hound
61	37	363	339	norwegian-elkhound
59	0	470	386	norwegian-elkhound
23	83	432	328	norwegian-elkhound
28	7	239	274	norwegian-elkhound
54	22	290	231	norwegian-elkhound
6	18	388	292	norwegian-elkhound
77	96	435	313	norwegian-elkhound
0	1	270	462	norwegian-elkhound
108	74	449	365	norwegian-elkhound
78	4	363	333	norwegian-elkhound
31	47	302	370	norwegian-elkhound
94	0	499	332	norwegian-elkhound
93	31	486	429	norwegian-elkhound
62	0	354	326	norwegian-elkhound
41	51	473	302	norwegian-elkhound
23	78	302	458	norwegian-elkhound
86	32	285	255	norwegian-elkhound
190	13	386	321	norwegian-elkhound
58	27	423	262	norwegian-elkhound
49	4	258	286	norwegian-elkhound
5	115	385	316	norwegian-elkhound
48	78	333	497	norwegian-elkhound
191	138	482	332	norwegian-elkhound
133	147	180	215	norwegian-elkhound
41	126	312	395	norwegian-elkhound
52	1	437	350	norwegian-elkhound
37	191	178	418	norwegian-elkhound
28	2	195	191	norwegian-elkhound
103	32	377	239	norwegian-elkhound
0	68	300	332	norwegian-elkhound
3	23	232	207	norwegian-elkhound
73	33	373	498	norwegian-elkhound
106	37	467	265	norwegian-elkhound
201	58	499	374	norwegian-elkhound
241	108	499	374	norwegian-elkhound
138	17	422	374	norwegian-elkhound
23	19	371	364	norwegian-elkhound
0	0	499	374	norwegian-elkhound
102	101	412	498	norwegian-elkhound
84	91	181	297	norwegian-elkhound
10	12	254	233	norwegian-elkhound
101	0	479	374	norwegian-elkhound
0	1	499	374	norwegian-elkhound
79	84	385	303	norwegian-elkhound
72	97	483	374	norwegian-elkhound
85	36	276	366	norwegian-elkhound
11	62	345	484	norwegian-elkhound
27	61	460	335	norwegian-elkhound
117	76	234	205	norwegian-elkhound
79	59	452	285	norwegian-elkhound
96	50	384	308	norwegian-elkhound
49	83	322	315	norwegian-elkhound
32	26	465	439	norwegian-elkhound
11	10	499	374	norwegian-elkhound
119	82	204	296	norwegian-elkhound
72	172	212	290	norwegian-elkhound
0	107	201	374	norwegian-elkhound
43	0	334	310	norwegian-elkhound
62	15	499	318	norwegian-elkhound
0	55	371	332	norwegian-elkhound
149	40	344	374	norwegian-elkhound
221	49	369	329	norwegian-elkhound
274	0	338	161	norwegian-elkhound
5	31	293	498	norwegian-elkhound
61	72	439	255	norwegian-elkhound
103	37	369	235	norwegian-elkhound
76	112	483	308	norwegian-elkhound
0	1	282	226	norwegian-elkhound
198	88	498	296	norwegian-elkhound
108	88	395	317	norwegian-elkhound
34	41	351	273	norwegian-elkhound
102	118	251	421	norwegian-elkhound
10	0	276	251	norwegian-elkhound
36	71	373	412	norwegian-elkhound
59	9	320	254	norwegian-elkhound
7	37	498	374	norwegian-elkhound
50	32	483	293	norwegian-elkhound
37	0	293	238	norwegian-elkhound
160	120	340	243	norwegian-elkhound
0	107	493	323	norwegian-elkhound
48	40	347	278	norwegian-elkhound
36	55	376	303	norwegian-elkhound
122	195	304	374	norwegian-elkhound
163	0	333	287	norwegian-elkhound
36	22	329	292	norwegian-elkhound
57	2	398	498	norwegian-elkhound
154	68	281	309	norwegian-elkhound
0	69	461	374	norwegian-elkhound
180	35	348	322	norwegian-elkhound
127	62	420	486	norwegian-elkhound
97	127	381	498	norwegian-elkhound
85	39	200	173	norwegian-elkhound
130	24	389	332	norwegian-elkhound
3	0	297	219	norwegian-elkhound
308	89	447	181	norwegian-elkhound
110	122	261	360	norwegian-elkhound
0	0	232	332	norwegian-elkhound
97	66	488	254	norwegian-elkhound
246	18	499	374	norwegian-elkhound
27	77	457	340	norwegian-elkhound
0	15	498	433	norwegian-elkhound
75	56	438	310	norwegian-elkhound
0	0	124	374	norwegian-elkhound
6	3	351	491	norwegian-elkhound
61	42	312	490	norwegian-elkhound
158	56	417	370	norwegian-elkhound
34	28	490	276	norwegian-elkhound
97	79	274	186	norwegian-elkhound
26	68	232	216	norwegian-elkhound
113	54	399	256	norwegian-elkhound
94	50	355	244	norwegian-elkhound
32	11	373	491	norwegian-elkhound
108	89	379	374	norwegian-elkhound
125	70	241	188	norwegian-elkhound
28	32	392	326	norwegian-elkhound
114	163	499	374	norwegian-elkhound
187	222	369	331	norwegian-elkhound
187	31	453	330	norwegian-elkhound
10	0	291	398	norwegian-elkhound
91	106	353	334	norwegian-elkhound
201	57	408	280	norwegian-elkhound
130	63	375	343	norwegian-elkhound
1	1	499	374	norwegian-elkhound
107	0	399	374	norwegian-elkhound
17	25	359	498	norwegian-elkhound
51	11	314	331	norwegian-elkhound
16	53	499	374	norwegian-elkhound
122	80	426	275	norwegian-elkhound
4	21	199	197	norwegian-elkhound
37	16	285	258	norwegian-elkhound
174	155	297	279	norwegian-elkhound
141	52	428	303	norwegian-elkhound
46	23	390	373	norwegian-elkhound
0	30	396	426	norwegian-elkhound
29	33	495	237	norwegian-elkhound
9	63	350	302	norwegian-elkhound
172	124	325	236	norwegian-elkhound
15	12	452	374	norwegian-elkhound
132	91	337	338	norwegian-elkhound
60	4	263	224	norwegian-elkhound
107	96	407	498	norwegian-elkhound
83	90	380	237	norwegian-elkhound
3	5	208	203	norwegian-elkhound
118	113	415	374	norwegian-elkhound
99	26	499	332	norwegian-elkhound
152	333	265	477	norwegian-elkhound
8	11	464	314	norwegian-elkhound
10	38	358	463	norwegian-elkhound
10	5	433	436	norwegian-elkhound
143	33	323	312	norwegian-elkhound
75	1	499	333	norwegian-elkhound
67	56	245	386	norwegian-elkhound
120	130	288	309	norwegian-elkhound
8	0	398	436	norwegian-elkhound
187	79	350	262	norwegian-elkhound
5	80	219	287	norwegian-elkhound
130	81	349	321	norwegian-elkhound
203	36	499	374	norwegian-elkhound
36	1	372	327	norwegian-elkhound
7	28	488	281	norwegian-elkhound
102	85	346	387	norwegian-elkhound
179	114	474	357	norwegian-elkhound
108	112	416	272	norwegian-elkhound
168	75	378	232	norwegian-elkhound
93	65	432	277	norwegian-elkhound
88	0	364	374	norwegian-elkhound
186	82	321	333	norwegian-elkhound
50	42	486	360	norwegian-elkhound
67	120	393	311	norwegian-elkhound
54	59	488	293	norwegian-elkhound
62	49	326	313	norwegian-elkhound
91	38	421	321	norwegian-elkhound
154	0	499	374	norwegian-elkhound
159	25	389	238	norwegian-elkhound
35	26	437	290	norwegian-elkhound
136	133	405	475	norwegian-elkhound
23	19	468	355	norwegian-elkhound
300	57	451	194	norwegian-elkhound
174	39	290	307	norwegian-elkhound
51	22	423	373	norwegian-elkhound
0	15	313	498	norwegian-elkhound
21	19	617	452	norwegian-elkhound
103	86	411	497	norwegian-elkhound
69	26	428	431	norwegian-elkhound
21	102	284	392	norwegian-elkhound
105	103	331	498	norwegian-elkhound
1	20	199	198	norwegian-elkhound
56	37	423	354	norwegian-elkhound
39	7	249	242	norwegian-elkhound
67	27	287	269	norwegian-elkhound
119	15	499	332	norwegian-elkhound
28	53	499	298	norwegian-elkhound
0	8	470	327	norwegian-elkhound
160	89	322	281	norwegian-elkhound
0	0	331	374	norwegian-elkhound
15	8	272	213	norwegian-elkhound
11	0	104	242	otterhound
9	11	342	178	otterhound
129	10	282	299	otterhound
10	37	299	181	otterhound
6	0	371	342	otterhound
226	204	504	428	otterhound
25	17	750	388	otterhound
18	29	121	136	otterhound
69	93	99	125	otterhound
5	14	292	375	otterhound
11	11	167	129	otterhound
23	32	382	297	otterhound
19	16	196	330	otterhound
14	9	285	348	otterhound
25	15	392	329	otterhound
14	49	353	306	otterhound
0	0	229	209	otterhound
1	16	134	216	otterhound
6	6	249	161	otterhound
1	8	179	143	otterhound
0	4	179	150	otterhound
62	14	307	229	otterhound
24	61	493	410	otterhound
147	10	583	598	otterhound
17	10	319	374	otterhound
17	50	238	319	otterhound
39	1	283	226	otterhound
5	4	566	324	otterhound
12	33	268	240	otterhound
1	26	725	485	otterhound
11	15	366	315	otterhound
171	12	1440	1195	otterhound
11	11	423	480	otterhound
38	138	272	498	otterhound
13	19	203	201	otterhound
121	178	342	427	otterhound
13	13	236	175	otterhound
39	4	410	434	otterhound
7	46	313	498	otterhound
0	1	253	230	otterhound
50	38	704	639	otterhound
26	11	199	223	otterhound
0	102	176	222	otterhound
18	5	241	191	otterhound
5	4	170	121	otterhound
7	0	299	245	otterhound
32	32	467	634	otterhound
103	37	347	337	otterhound
0	4	187	195	otterhound
49	68	391	351	otterhound
154	97	274	235	otterhound
24	23	476	739	otterhound
72	97	631	452	otterhound
13	1	396	340	otterhound
18	17	289	222	otterhound
17	0	271	284	otterhound
35	26	217	312	otterhound
7	0	157	126	otterhound
13	14	295	200	otterhound
55	35	334	409	otterhound
1	90	291	497	otterhound
12	4	138	240	otterhound
11	21	441	371	otterhound
33	16	471	467	otterhound
13	36	199	204	otterhound
11	67	337	498	otterhound
32	2	342	466	otterhound
80	53	434	424	otterhound
4	1	373	246	otterhound
68	63	421	436	otterhound
1	6	183	184	otterhound
27	17	264	337	otterhound
60	39	170	209	otterhound
6	7	367	280	otterhound
60	73	93	129	otterhound
4	1	219	171	otterhound
6	34	262	185	otterhound
0	113	264	453	otterhound
14	16	383	319	otterhound
7	2	285	259	otterhound
5	11	187	156	otterhound
0	20	133	175	otterhound
8	1	183	152	otterhound
41	25	457	429	otterhound
2	10	175	143	otterhound
104	4	178	145	otterhound
30	0	255	210	otterhound
5	12	388	339	otterhound
11	1	373	301	otterhound
32	21	448	403	otterhound
9	23	155	111	otterhound
27	26	108	129	otterhound
8	36	250	446	otterhound
2	48	522	302	otterhound
14	33	385	272	otterhound
56	22	264	224	otterhound
63	26	300	194	otterhound
9	36	148	223	otterhound
9	2	279	228	otterhound
14	28	137	128	otterhound
7	11	295	156	otterhound
0	54	334	212	otterhound
0	0	374	322	otterhound
70	36	348	279	otterhound
49	8	374	374	otterhound
28	17	198	178	otterhound
42	17	194	246	otterhound
3	2	372	336	otterhound
30	12	352	322	otterhound
6	2	374	248	otterhound
123	63	370	157	otterhound
22	3	137	114	otterhound
89	81	315	528	otterhound
81	168	315	426	otterhound
17	2	284	232	otterhound
150	91	590	468	otterhound
15	1	280	224	otterhound
0	0	374	325	otterhound
13	1	199	189	otterhound
8	5	165	153	otterhound
51	40	194	281	otterhound
35	11	238	150	otterhound
44	29	303	374	otterhound
16	34	147	179	otterhound
112	151	441	616	otterhound
48	27	253	176	otterhound
116	297	430	417	otterhound
43	41	199	167	otterhound
6	0	331	498	otterhound
14	1	299	257	otterhound
25	54	182	164	otterhound
66	53	217	293	otterhound
6	11	187	153	otterhound
97	155	286	430	otterhound
0	19	184	299	otterhound
29	97	297	424	otterhound
0	6	184	366	otterhound
1	1	199	168	otterhound
2	10	291	374	otterhound
17	7	268	335	otterhound
26	71	217	326	otterhound
26	14	169	149	otterhound
3	25	196	155	otterhound
58	59	332	289	otterhound
27	30	273	260	otterhound
33	25	196	164	otterhound
20	15	371	358	otterhound
106	48	237	320	otterhound
196	75	295	213	otterhound
24	20	116	123	otterhound
12	10	217	220	otterhound
120	40	420	332	saluki
20	188	322	440	saluki
17	19	270	220	saluki
97	62	265	448	saluki
91	52	499	374	saluki
28	77	484	276	saluki
54	0	499	325	saluki
28	50	266	455	saluki
1	32	398	373	saluki
161	65	361	330	saluki
88	91	481	276	saluki
0	33	318	478	saluki
76	213	310	456	saluki
95	0	479	319	saluki
72	62	376	372	saluki
178	130	446	334	saluki
21	8	350	498	saluki
127	53	373	498	saluki
14	157	228	269	saluki
0	16	476	333	saluki
0	29	262	446	saluki
101	101	321	328	saluki
52	203	295	498	saluki
265	92	360	476	saluki
82	43	425	229	saluki
0	8	403	352	saluki
143	39	406	268	saluki
14	135	246	374	saluki
102	96	333	263	saluki
101	42	398	326	saluki
75	84	414	262	saluki
58	37	332	498	saluki
84	102	381	282	saluki
20	28	459	460	saluki
223	83	292	291	saluki
157	49	336	331	saluki
21	116	341	288	saluki
61	91	372	280	saluki
75	55	469	271	saluki
184	167	366	286	saluki
0	16	363	306	saluki
78	66	398	359	saluki
78	88	235	477	saluki
0	105	152	335	saluki
0	87	343	332	saluki
40	219	201	434	saluki
62	18	426	348	saluki
11	103	332	498	saluki
44	18	389	357	saluki
118	112	352	353	saluki
30	52	444	498	saluki
137	44	232	293	saluki
10	50	453	361	saluki
64	18	429	364	saluki
67	23	440	312	saluki
97	140	297	305	saluki
61	31	498	409	saluki
219	184	412	313	saluki
1	19	514	494	saluki
163	64	302	303	saluki
24	26	373	281	saluki
159	194	427	374	saluki
